,SessionId,ItemId,Time,Reward
15400,8869,8865,1099353600,1.0
108487,12146,1043,1099526400,1.0
84019,4388,4839,1099526400,1.0
10117,7360,7321,1099785600,1.0
8262,7360,2435,1099785600,1.0
212097,4391,9029,1102032000,1.0
210223,12146,1343,1102982400,1.0
108584,12146,4025,1103500800,1.0
106675,4391,2531,1103673600,1.0
133950,13803,2553,1104278400,1.0
125270,7962,7097,1106006400,1.0
108515,12146,574,1106179200,1.0
108650,12146,10539,1106179200,1.0
106702,12146,2531,1106265600,1.0
108581,7342,4025,1106524800,1.0
147155,14141,3743,1106956800,1.0
112062,22289,3871,1107043200,1.0
112261,22289,7122,1107043200,1.0
619298,22289,9907,1107043200,1.0
619446,22289,3936,1107043200,1.0
245507,11168,2895,1107129600,1.0
792696,6668,6803,1107216000,1.0
79590,11503,2174,1107388800,1.0
108641,7962,10539,1108080000,1.0
121343,13,2331,1108339200,1.0
235497,6668,9840,1108684800,1.0
199071,4391,8021,1109635200,1.0
10564,3466,9263,1109808000,1.0
137743,8869,10885,1110585600,1.0
55855,8869,4874,1110585600,1.0
139982,20281,1385,1110931200,1.0
194027,20281,11906,1110931200,1.0
40626,6668,1272,1111536000,1.0
171383,6668,7651,1111536000,1.0
13078,19731,265,1112140800,1.0
8234,19731,3172,1112140800,1.0
12505,19731,5940,1112140800,1.0
244769,19731,8632,1113264000,1.0
8259,19731,2435,1113264000,1.0
37077,21119,6923,1113350400,1.0
12591,13,3611,1113523200,1.0
152461,11503,10303,1113523200,1.0
192193,4391,11812,1114992000,1.0
528498,10344,8193,1115337600,1.0
99064,18290,2054,1115683200,1.0
112425,22289,7168,1117238400,1.0
636948,18658,6453,1117670400,1.0
309968,470,5362,1117756800,1.0
24959,7962,7599,1118016000,1.0
183040,4391,2576,1118275200,1.0
100912,20213,6619,1118534400,1.0
570863,4391,11988,1118707200,1.0
131341,20281,4815,1119052800,1.0
10002,20281,1149,1119052800,1.0
6779,11613,6809,1119139200,1.0
16513,13101,7543,1119312000,1.0
16420,8869,11860,1119484800,1.0
6383,11613,1195,1119484800,1.0
218028,15188,8958,1119571200,1.0
306318,9797,3497,1119830400,1.0
96899,7335,10882,1119830400,1.0
108483,7962,1043,1119830400,1.0
106747,7962,5550,1119830400,1.0
108504,7962,574,1119830400,1.0
181400,4391,244,1120003200,1.0
197197,4853,4221,1120003200,1.0
196308,4391,2273,1120089600,1.0
170237,4853,1020,1120089600,1.0
49342,11168,3256,1120176000,1.0
98020,18387,3892,1120176000,1.0
107301,13062,8618,1120262400,1.0
210274,13062,1343,1120262400,1.0
159551,20765,6937,1120348800,1.0
107300,4853,8618,1120521600,1.0
207507,4853,3127,1120521600,1.0
191583,4853,10088,1120694400,1.0
133088,20281,9363,1120780800,1.0
210273,4853,1343,1120867200,1.0
193879,4853,947,1120953600,1.0
54002,19345,30,1121040000,1.0
26825,8869,1356,1121817600,1.0
218036,2036,8958,1122163200,1.0
87583,6649,6889,1122336000,1.0
8233,13062,3482,1122422400,1.0
98980,1904,2920,1122681600,1.0
95221,3862,8381,1122854400,1.0
133128,18658,9363,1123200000,1.0
68984,13062,9215,1123459200,1.0
160680,4008,8469,1123891200,1.0
37587,13971,6056,1123891200,1.0
75536,4853,2979,1124064000,1.0
129420,10203,5148,1124150400,1.0
37307,10203,6923,1124150400,1.0
33289,10203,2532,1124150400,1.0
117256,4853,10490,1124668800,1.0
139942,15921,1385,1125964800,1.0
82800,3980,935,1126137600,1.0
145256,3980,4209,1126137600,1.0
170128,3980,1020,1126137600,1.0
170259,6514,6087,1126396800,1.0
7498,16160,6426,1126483200,1.0
98991,11168,2920,1126483200,1.0
33703,799,4993,1126483200,1.0
151657,2559,8872,1126656000,1.0
242627,14575,9655,1126828800,1.0
171587,4943,1998,1127347200,1.0
576566,4645,6131,1127433600,1.0
68858,13101,5840,1127433600,1.0
149197,4853,7820,1127520000,1.0
82900,4853,935,1127520000,1.0
17344,8869,4567,1128211200,1.0
35727,8869,2221,1128211200,1.0
10862,17860,1209,1128211200,1.0
14974,8869,12,1128211200,1.0
185809,8869,9955,1128297600,1.0
849807,470,5523,1128384000,1.0
49127,470,10970,1128384000,1.0
79507,11503,7906,1129075200,1.0
186750,11503,5121,1129075200,1.0
18622,20951,10011,1129161600,1.0
273455,10175,3024,1129420800,1.0
110751,4391,3852,1129593600,1.0
147449,13236,3743,1129593600,1.0
79500,6551,7906,1129680000,1.0
79558,6551,728,1129680000,1.0
895712,13410,6042,1129680000,1.0
171640,10387,1998,1129939200,1.0
55468,192,1434,1129939200,1.0
55350,192,10589,1129939200,1.0
68869,192,5840,1129939200,1.0
273447,4391,3024,1129939200,1.0
95134,21462,8381,1130284800,1.0
218066,20014,8958,1130371200,1.0
963257,4391,8707,1130544000,1.0
36715,8869,11046,1130630400,1.0
392026,8869,5695,1130630400,1.0
26771,8869,12073,1130630400,1.0
302381,8498,3961,1130803200,1.0
205696,4853,362,1131926400,1.0
127315,799,6718,1132531200,1.0
200078,4391,3672,1132617600,1.0
555733,16460,2091,1132790400,1.0
205338,3980,362,1133136000,1.0
658250,8869,6617,1133308800,1.0
170367,8869,11235,1133568000,1.0
851449,8869,5207,1133568000,1.0
241779,16291,2829,1133568000,1.0
193799,11916,947,1133654400,1.0
217150,12900,5486,1133654400,1.0
79514,8498,7906,1133827200,1.0
6628,2786,263,1133913600,1.0
368786,4391,8682,1134172800,1.0
182172,2786,5524,1134345600,1.0
494408,16228,3458,1135209600,1.0
79484,18461,7906,1135555200,1.0
79550,18461,728,1135555200,1.0
32374,1521,4316,1135814400,1.0
119922,14529,1895,1136160000,1.0
379107,1521,9447,1136764800,1.0
79434,18461,7455,1136764800,1.0
570860,18461,11988,1136764800,1.0
135123,1521,3658,1136851200,1.0
127024,8788,6718,1137110400,1.0
172758,2786,2280,1137110400,1.0
621573,20243,6333,1137110400,1.0
300058,1521,2472,1137283200,1.0
378637,1521,9428,1137283200,1.0
79565,8498,728,1137369600,1.0
97672,12900,6659,1137715200,1.0
138005,2786,5879,1137715200,1.0
243606,3801,1062,1137715200,1.0
171672,5837,1998,1138320000,1.0
53893,9228,5529,1138838400,1.0
182170,1521,5524,1138924800,1.0
554095,3616,356,1139011200,1.0
112481,9766,3707,1139011200,1.0
158903,12900,6937,1139097600,1.0
108813,11488,1573,1139097600,1.0
224891,5338,1488,1139702400,1.0
79560,2772,728,1139961600,1.0
270639,3980,8704,1140048000,1.0
191071,15921,7100,1140307200,1.0
437406,6756,459,1140480000,1.0
16410,12900,11860,1140652800,1.0
31324,12900,2725,1140652800,1.0
216878,10445,3306,1140739200,1.0
172749,2602,2280,1140825600,1.0
101370,2602,1454,1140825600,1.0
19362,846,11107,1140912000,1.0
491989,21418,5009,1141257600,1.0
78102,8869,11602,1141603200,1.0
10687,1299,9817,1141862400,1.0
13915,1299,11726,1141862400,1.0
186287,19612,1716,1142208000,1.0
229668,1299,10459,1142467200,1.0
24917,1299,7599,1142467200,1.0
73236,1299,7646,1142467200,1.0
106657,1299,2531,1142553600,1.0
108480,1299,1043,1142553600,1.0
108638,1299,10539,1142553600,1.0
506090,8498,7092,1142985600,1.0
47452,19683,769,1143158400,1.0
77250,17774,11602,1143244800,1.0
77222,8869,10074,1143331200,1.0
483073,1299,7549,1143590400,1.0
78089,11930,11602,1144195200,1.0
186267,16124,1716,1144368000,1.0
520219,10865,5532,1144540800,1.0
288552,10865,6777,1144540800,1.0
378790,10865,6499,1144540800,1.0
166457,4391,1508,1144627200,1.0
219585,16279,10361,1145145600,1.0
78258,4645,11602,1145404800,1.0
680137,8869,4173,1145577600,1.0
197663,19739,7911,1146009600,1.0
363207,3801,3202,1146355200,1.0
177610,3616,3083,1146528000,1.0
14920,2810,12,1146787200,1.0
9332,2810,9267,1146787200,1.0
6527,2810,3553,1146787200,1.0
15163,2810,6749,1146787200,1.0
9056,2810,10266,1146787200,1.0
171666,15418,1998,1147392000,1.0
8226,18114,3482,1147564800,1.0
45716,8498,1449,1147737600,1.0
73861,3616,300,1147996800,1.0
234434,12238,6502,1148256000,1.0
849774,5663,5523,1148428800,1.0
19754,21532,1534,1148947200,1.0
570872,5564,11988,1149206400,1.0
171624,1143,1998,1149465600,1.0
159258,8583,6937,1149811200,1.0
77734,15238,11602,1149811200,1.0
118290,15926,560,1149984000,1.0
238812,4391,2451,1149984000,1.0
182117,2786,8638,1150156800,1.0
147410,3616,3743,1150502400,1.0
218568,8869,4153,1150588800,1.0
127347,13155,6718,1150848000,1.0
240134,18658,11740,1150934400,1.0
79447,5564,7455,1151020800,1.0
79600,5564,2174,1151193600,1.0
376320,3801,6065,1151280000,1.0
196964,11916,1406,1151280000,1.0
197012,11916,4221,1151280000,1.0
266221,20657,6286,1151366400,1.0
675034,3616,4977,1151366400,1.0
576060,3801,10485,1151712000,1.0
270202,11916,8229,1151798400,1.0
218788,4391,2002,1151798400,1.0
81592,8869,4027,1152144000,1.0
138659,8869,5223,1152144000,1.0
662755,11147,3555,1152230400,1.0
145780,9705,11109,1152316800,1.0
556540,15215,9378,1152403200,1.0
210856,11916,10656,1152489600,1.0
270205,19345,8229,1152489600,1.0
145216,11916,4209,1152576000,1.0
217038,7092,8920,1152921600,1.0
302357,18448,3961,1153267200,1.0
92379,13748,6005,1153353600,1.0
106749,4391,5550,1153440000,1.0
216885,4391,3306,1153440000,1.0
252021,21397,10070,1153526400,1.0
135054,15926,3658,1153526400,1.0
244694,14513,9113,1153612800,1.0
30241,11168,9872,1153785600,1.0
244786,11168,8632,1153872000,1.0
181589,3616,2104,1154044800,1.0
225590,11168,6137,1154044800,1.0
298693,20904,801,1154131200,1.0
78358,4182,1563,1154217600,1.0
368709,8869,2437,1154390400,1.0
108506,4391,574,1154390400,1.0
370531,3616,10730,1154736000,1.0
7849,4391,9524,1154822400,1.0
56891,9784,999,1154822400,1.0
662584,20281,1873,1154995200,1.0
108864,17899,1573,1155340800,1.0
151026,13101,4364,1155686400,1.0
185752,8869,7050,1155772800,1.0
70051,12509,819,1156636800,1.0
148151,1199,10449,1156809600,1.0
677428,6649,11160,1156982400,1.0
677083,6649,2665,1156982400,1.0
158225,20938,6937,1157328000,1.0
669577,15481,11056,1157414400,1.0
244692,19944,9113,1157500800,1.0
228128,4754,6355,1157673600,1.0
87631,4754,6889,1157673600,1.0
26760,4754,12073,1157673600,1.0
396012,7344,9669,1157760000,1.0
590138,17434,7493,1157760000,1.0
49857,17860,6690,1157846400,1.0
49040,17860,365,1157846400,1.0
26418,19127,2085,1158019200,1.0
79392,17860,1041,1158105600,1.0
182399,17860,6209,1158105600,1.0
49877,7344,6690,1158451200,1.0
573256,15921,6190,1158624000,1.0
266226,15928,6286,1158624000,1.0
165006,13101,5592,1158710400,1.0
2911,14774,9381,1158796800,1.0
342855,15926,4439,1158969600,1.0
199378,11916,12043,1159056000,1.0
276259,6382,4869,1159401600,1.0
244682,14944,9113,1159574400,1.0
68187,18343,9345,1159660800,1.0
349760,14546,3160,1159747200,1.0
127342,21390,6718,1159920000,1.0
672601,6013,11449,1160092800,1.0
244591,19527,9113,1160092800,1.0
265880,6013,6498,1160092800,1.0
672640,6013,7615,1160092800,1.0
234600,6013,820,1160697600,1.0
147234,4391,3743,1160697600,1.0
25490,14988,6816,1160697600,1.0
276269,3466,4869,1160784000,1.0
276302,3466,11580,1160784000,1.0
258503,14546,10351,1160956800,1.0
672784,6013,4743,1160956800,1.0
276336,9278,10362,1160956800,1.0
34079,15504,3576,1161302400,1.0
293097,16755,11573,1161475200,1.0
244596,16600,9113,1161475200,1.0
219638,19929,10361,1161648000,1.0
78235,14546,11602,1161648000,1.0
127349,10879,6718,1161820800,1.0
664878,20177,1143,1161907200,1.0
156642,20177,9717,1161907200,1.0
829726,20177,6913,1161907200,1.0
662725,20177,9323,1161907200,1.0
171646,20177,1998,1161907200,1.0
487758,4851,9635,1162080000,1.0
676963,13427,3456,1162080000,1.0
45625,15815,1449,1162166400,1.0
36685,6013,11046,1162512000,1.0
75002,21665,9070,1162598400,1.0
227242,11147,8201,1162598400,1.0
132367,21615,2735,1162684800,1.0
87722,19929,6889,1162944000,1.0
100898,18897,6619,1162944000,1.0
181644,18578,376,1163116800,1.0
182505,18578,11814,1163116800,1.0
182542,18578,4172,1163116800,1.0
75091,13885,7954,1163462400,1.0
79554,13158,728,1163635200,1.0
509329,4391,6750,1163808000,1.0
763024,4391,11074,1163808000,1.0
79438,21481,7455,1163980800,1.0
9751,4380,9129,1164412800,1.0
153470,59,1499,1164412800,1.0
283253,6086,1629,1164499200,1.0
194185,21481,4999,1164758400,1.0
157357,21481,9131,1164758400,1.0
527502,21481,5703,1164758400,1.0
675183,16103,4977,1164844800,1.0
672471,12758,9417,1164844800,1.0
186279,4045,1716,1165017600,1.0
90831,13230,2362,1165104000,1.0
1173876,12758,897,1165622400,1.0
79506,16741,7906,1165795200,1.0
227927,6300,5855,1165968000,1.0
10208,3862,1572,1166054400,1.0
302834,14575,5637,1166227200,1.0
199678,14575,12043,1166227200,1.0
342858,20177,4439,1166486400,1.0
107292,21828,8618,1166745600,1.0
675119,21828,4977,1166832000,1.0
30215,10999,9872,1166832000,1.0
86135,10441,7040,1166832000,1.0
7875,21828,9524,1166832000,1.0
127584,22292,8116,1166918400,1.0
382766,17463,7595,1167091200,1.0
79441,8498,7455,1167091200,1.0
49107,8498,10970,1167177600,1.0
49860,8498,6690,1167177600,1.0
306319,8869,3497,1167177600,1.0
365569,20909,9517,1167264000,1.0
160814,14366,8469,1167696000,1.0
659959,15046,4451,1167782400,1.0
23180,8869,11075,1168041600,1.0
676270,16731,10507,1168128000,1.0
304870,16744,7607,1168128000,1.0
219625,6123,10361,1168128000,1.0
133542,5007,11592,1168128000,1.0
240010,18975,11740,1168300800,1.0
95260,22045,8381,1168300800,1.0
687473,20748,1283,1168300800,1.0
124219,2651,5381,1168473600,1.0
199035,5247,8021,1168473600,1.0
244484,2651,9113,1168473600,1.0
188311,2651,9149,1168473600,1.0
170188,11246,1020,1168473600,1.0
483212,2651,551,1168473600,1.0
158101,2651,6937,1168473600,1.0
244770,19345,8632,1168560000,1.0
104697,19345,10792,1168560000,1.0
664885,20349,1143,1168732800,1.0
630340,108,8835,1168732800,1.0
369082,21095,4897,1168819200,1.0
613608,18132,6093,1168819200,1.0
191568,8498,10088,1168819200,1.0
239789,5193,11740,1168905600,1.0
129249,5193,5148,1168905600,1.0
302701,8498,5637,1168905600,1.0
33633,5193,4993,1168905600,1.0
37117,5193,6923,1168905600,1.0
302791,15957,5637,1169337600,1.0
514846,1558,8237,1169596800,1.0
253717,8869,5093,1169683200,1.0
276359,15215,10362,1169769600,1.0
136873,18992,10061,1169769600,1.0
80091,13878,5413,1169942400,1.0
40094,108,4435,1170028800,1.0
277372,799,2857,1170028800,1.0
329472,14370,10982,1170288000,1.0
244779,20909,8632,1170288000,1.0
302738,3616,5637,1170633600,1.0
798015,13216,7200,1170720000,1.0
129352,9643,5148,1170892800,1.0
261050,12956,2736,1170892800,1.0
415149,4391,424,1171065600,1.0
851421,8498,5207,1171152000,1.0
110083,20155,7384,1171152000,1.0
658244,8498,6617,1171152000,1.0
39832,4194,11563,1171152000,1.0
252721,14522,10070,1171238400,1.0
231727,14522,9184,1171238400,1.0
33656,17210,4993,1171238400,1.0
77613,15815,11602,1171324800,1.0
43929,13803,1203,1171324800,1.0
36941,5663,6923,1171411200,1.0
108509,14923,574,1171497600,1.0
106750,14923,5550,1171497600,1.0
240967,6820,975,1171584000,1.0
451608,13101,8544,1171584000,1.0
106679,14923,2531,1171584000,1.0
25473,6820,6816,1171756800,1.0
545859,11859,8370,1171843200,1.0
68863,6123,5840,1171843200,1.0
134553,9183,10992,1171843200,1.0
146666,13101,8195,1171929600,1.0
49037,6123,365,1171929600,1.0
247580,16333,7313,1172361600,1.0
164128,5142,10831,1172361600,1.0
325219,1390,10005,1172448000,1.0
230045,4391,6566,1172620800,1.0
157226,13101,9131,1172620800,1.0
171743,9779,6702,1172880000,1.0
145221,13101,4209,1173139200,1.0
275479,3815,8016,1173312000,1.0
619197,8713,2879,1173312000,1.0
30009,10948,9119,1173312000,1.0
229247,10387,11920,1173312000,1.0
105426,14635,7694,1173312000,1.0
58016,117,10245,1173657600,1.0
108643,14923,10539,1173916800,1.0
106899,14923,11564,1173916800,1.0
79593,8498,2174,1173916800,1.0
219674,4690,10361,1174003200,1.0
701904,17169,3649,1174003200,1.0
253902,4380,9103,1174003200,1.0
466150,12164,5616,1174089600,1.0
205356,4391,362,1174089600,1.0
257882,506,10447,1174176000,1.0
73126,4391,5335,1174262400,1.0
33697,18975,4993,1174348800,1.0
224910,18975,1488,1174348800,1.0
239622,18975,11518,1174348800,1.0
254032,21615,7123,1174435200,1.0
376220,12941,6065,1174435200,1.0
49346,7466,3256,1174521600,1.0
16699,9643,10515,1174521600,1.0
60957,11168,6326,1174694400,1.0
78199,20245,11602,1174780800,1.0
108575,19607,4025,1174867200,1.0
672959,20177,5931,1174867200,1.0
293089,13878,11573,1174867200,1.0
79493,13158,7906,1175040000,1.0
244543,3296,9113,1175126400,1.0
210876,4391,10656,1175212800,1.0
244606,15158,9113,1175212800,1.0
168210,6656,10416,1175299200,1.0
167985,6656,10430,1175299200,1.0
164524,14264,10831,1175385600,1.0
244726,6959,9113,1175472000,1.0
79517,1122,7906,1175644800,1.0
329473,936,10982,1175644800,1.0
293101,13542,11573,1175731200,1.0
171653,14264,1998,1175731200,1.0
149070,936,7820,1176076800,1.0
205479,936,362,1176076800,1.0
204924,936,11369,1176076800,1.0
156892,7466,5307,1176163200,1.0
128420,21615,11974,1176163200,1.0
15181,20177,6749,1176163200,1.0
224642,20177,10659,1176163200,1.0
160265,9755,6937,1176249600,1.0
333299,16524,5069,1176336000,1.0
275415,17739,8016,1176508800,1.0
32677,14264,2202,1176508800,1.0
319727,4391,701,1176508800,1.0
78048,7213,11602,1176595200,1.0
22095,15215,7154,1176595200,1.0
106684,19607,2531,1176595200,1.0
106902,19607,11564,1176595200,1.0
244548,11330,9113,1176940800,1.0
1405355,18897,10601,1176940800,1.0
106891,6522,11564,1177027200,1.0
84906,20177,5789,1177113600,1.0
143308,642,9607,1177113600,1.0
158485,6820,6937,1177200000,1.0
33253,1989,2532,1177200000,1.0
659962,16160,4451,1177200000,1.0
150880,5212,2099,1177200000,1.0
69391,8659,4450,1177286400,1.0
483247,4163,551,1177286400,1.0
140426,10033,5064,1177286400,1.0
702674,20177,11390,1177459200,1.0
148913,5247,7820,1177459200,1.0
38786,18881,6709,1177459200,1.0
356422,17566,12014,1177545600,1.0
26739,17566,6342,1177545600,1.0
275402,2529,8016,1177545600,1.0
662779,17566,3555,1177545600,1.0
382348,4391,4127,1177804800,1.0
7378,14923,6426,1177977600,1.0
664834,13344,1143,1178064000,1.0
664845,2529,1143,1178064000,1.0
205601,8869,362,1178064000,1.0
449622,7061,9015,1178064000,1.0
318773,8346,741,1178323200,1.0
150882,8011,2099,1178323200,1.0
685053,6835,5759,1178323200,1.0
218566,7335,4153,1178409600,1.0
495169,5688,3458,1178409600,1.0
277128,7006,4588,1178582400,1.0
75454,3616,2979,1178582400,1.0
109316,19325,1573,1178668800,1.0
240004,14124,11740,1178755200,1.0
507988,4385,4761,1178928000,1.0
223105,6123,5552,1178928000,1.0
83962,3406,4839,1178928000,1.0
151288,4385,11241,1178928000,1.0
325555,4391,9970,1179014400,1.0
77289,12096,11602,1179100800,1.0
79379,18461,1041,1179187200,1.0
186241,6835,4210,1179360000,1.0
302658,14923,5637,1179446400,1.0
132621,18605,2228,1179446400,1.0
227333,5325,10733,1179532800,1.0
196297,14307,2273,1179532800,1.0
398353,6834,3418,1179619200,1.0
177302,18358,4087,1179619200,1.0
437320,18358,459,1179619200,1.0
288551,16524,6777,1179619200,1.0
223096,3404,5552,1179705600,1.0
287644,19903,11978,1179705600,1.0
59461,19929,6013,1179964800,1.0
276290,799,4869,1179964800,1.0
2621,18358,9381,1180137600,1.0
353131,10377,6168,1180137600,1.0
185745,6835,7050,1180224000,1.0
136914,14595,5291,1180310400,1.0
139683,8498,11764,1180310400,1.0
239606,19086,11518,1180396800,1.0
73013,4307,2890,1180742400,1.0
240798,19911,1103,1180828800,1.0
522866,12149,1415,1180915200,1.0
451206,9063,5646,1181001600,1.0
243555,13101,1062,1181001600,1.0
688420,18992,10712,1181001600,1.0
205700,13062,362,1181088000,1.0
329461,20187,10982,1181088000,1.0
186242,8498,4210,1181088000,1.0
149428,11097,10616,1181347200,1.0
664937,7761,1143,1181433600,1.0
510261,5533,1676,1181520000,1.0
95346,18357,10749,1181606400,1.0
30338,213,7432,1181779200,1.0
324600,9063,7591,1181779200,1.0
73134,14923,5335,1181865600,1.0
124318,13397,5381,1181952000,1.0
304523,13397,6682,1181952000,1.0
255820,13397,1242,1181952000,1.0
125923,4776,1469,1182038400,1.0
672863,15957,9307,1182211200,1.0
381120,15114,2823,1182211200,1.0
592942,20621,11290,1182297600,1.0
191927,14168,8446,1182384000,1.0
541425,20412,11032,1182556800,1.0
226772,4754,5917,1182729600,1.0
662727,799,9323,1182729600,1.0
550138,15224,11065,1182902400,1.0
182379,15224,6209,1182902400,1.0
300065,665,2472,1182988800,1.0
276360,5882,10362,1183075200,1.0
32131,18114,234,1183075200,1.0
781139,17446,5658,1183161600,1.0
380629,17446,925,1183161600,1.0
79545,1145,7906,1183161600,1.0
13983,6799,7434,1183161600,1.0
262874,12145,7246,1183248000,1.0
41085,4391,3159,1183248000,1.0
37267,12145,6923,1183248000,1.0
664858,10175,1143,1183248000,1.0
355312,12006,1736,1183248000,1.0
48312,12145,5549,1183248000,1.0
343343,21836,4179,1183248000,1.0
224858,12145,1488,1183248000,1.0
332443,9063,2193,1183334400,1.0
49025,12674,365,1183334400,1.0
158540,9063,6937,1183420800,1.0
171957,6624,6737,1183593600,1.0
52366,21596,5652,1183593600,1.0
12213,10842,4824,1183593600,1.0
270602,11916,8704,1183593600,1.0
172187,8498,5345,1183680000,1.0
143111,15206,9607,1183852800,1.0
326405,14944,1428,1183852800,1.0
527805,13101,11055,1183939200,1.0
77473,19613,11602,1184025600,1.0
895707,16428,6042,1184025600,1.0
244632,7076,9113,1184025600,1.0
121085,14175,8388,1184112000,1.0
391947,1907,6348,1184112000,1.0
318872,17757,741,1184198400,1.0
14509,1565,966,1184198400,1.0
663996,5533,5724,1184457600,1.0
560933,20389,37,1184457600,1.0
32634,13101,2202,1184457600,1.0
15434,5142,9421,1184544000,1.0
191070,8713,7100,1184544000,1.0
530606,6522,3723,1184544000,1.0
448515,11859,3415,1184544000,1.0
6477,14175,3553,1184544000,1.0
337452,14329,3748,1184544000,1.0
224400,11948,1505,1184630400,1.0
137995,7335,5879,1184630400,1.0
202638,11859,1708,1184716800,1.0
325798,132,10164,1184803200,1.0
325308,132,8486,1184803200,1.0
325133,132,1034,1184803200,1.0
244768,14175,8632,1184889600,1.0
146434,10508,9911,1184976000,1.0
49832,20187,6690,1185148800,1.0
49098,7709,10970,1185148800,1.0
55458,12856,1434,1185148800,1.0
300239,4498,7554,1185235200,1.0
94904,14619,8381,1185235200,1.0
145320,13230,4209,1185321600,1.0
797429,4391,7159,1185321600,1.0
365333,1088,6038,1185408000,1.0
365218,1088,8583,1185408000,1.0
79532,16428,7906,1185494400,1.0
658068,6944,7525,1185494400,1.0
79406,16428,1041,1185494400,1.0
110752,20108,3852,1185580800,1.0
138198,14175,10078,1185580800,1.0
22949,10332,10937,1185667200,1.0
173467,20177,4166,1185753600,1.0
107271,15228,8618,1185753600,1.0
302567,15228,5637,1185926400,1.0
380630,1145,925,1186099200,1.0
276358,18975,10362,1186099200,1.0
218563,18975,4153,1186099200,1.0
410701,10175,5029,1186185600,1.0
1498415,22057,8776,1186358400,1.0
181921,783,3002,1186531200,1.0
677438,3390,11160,1186617600,1.0
677462,3390,10580,1186617600,1.0
287011,16172,11978,1186617600,1.0
78115,18024,11602,1186704000,1.0
292072,21349,9413,1186704000,1.0
238468,18975,8738,1186876800,1.0
15754,14175,252,1186876800,1.0
113139,16081,10250,1187049600,1.0
92121,4815,3299,1187222400,1.0
563275,15224,3058,1187222400,1.0
78264,24,11602,1187222400,1.0
576740,21596,11720,1187308800,1.0
280197,15722,10410,1187395200,1.0
993085,13972,11886,1187740800,1.0
224942,13972,1488,1187740800,1.0
28783,13972,6866,1187740800,1.0
508488,13972,7256,1187740800,1.0
138567,7344,5443,1187740800,1.0
665473,1122,8180,1187740800,1.0
161215,9547,5376,1187827200,1.0
256170,18376,2635,1187913600,1.0
390928,19314,10944,1187913600,1.0
33212,9278,2532,1188086400,1.0
527002,10175,4211,1188086400,1.0
598927,192,9969,1188086400,1.0
12651,1989,7010,1188259200,1.0
192289,12948,11812,1188691200,1.0
205211,10783,362,1188864000,1.0
48228,16317,5549,1189123200,1.0
80697,17762,8559,1189123200,1.0
252616,6165,10070,1189209600,1.0
290096,22193,4658,1189296000,1.0
332284,15245,10897,1189296000,1.0
509463,15245,2530,1189296000,1.0
520382,4968,3085,1189382400,1.0
332449,12900,2193,1189382400,1.0
238941,15394,4432,1189555200,1.0
386032,19520,8810,1189641600,1.0
124188,16466,5381,1189728000,1.0
151193,11930,6091,1189900800,1.0
