Global_ID,Model_ID
10664,827
10087,828
7732,829
3049,830
8440,831
1269,832
384,833
5088,834
3372,835
2732,836
6908,837
11313,838
9544,839
520,840
8109,841
8183,842
1515,843
7745,844
10431,845
7923,846
11823,847
2345,848
4938,849
11730,850
6295,851
2649,852
4829,853
12057,854
2137,855
6637,856
8431,857
6382,858
2798,859
11968,860
4631,861
1963,862
11774,863
1225,864
125,865
8252,866
12097,867
11992,868
8979,869
767,870
46,871
257,872
10047,873
7468,874
8812,875
1823,876
7596,877
5298,878
6272,879
8531,880
9922,881
8640,882
12089,883
11680,884
5296,885
5013,886
492,887
10100,888
4160,889
8277,890
10465,891
10306,892
1690,893
1857,894
2002,895
8178,896
9306,897
10592,898
2330,899
5140,900
10929,901
3074,902
5460,903
561,904
5051,905
6611,906
4048,907
4611,908
4556,909
10212,910
7691,911
8835,912
4435,913
5338,914
9456,915
10589,916
9725,917
10325,918
1765,919
7671,920
2172,921
11562,922
10605,923
10434,924
10575,925
5128,926
5414,927
10865,928
11020,929
4815,930
6737,931
4245,932
3974,933
10568,934
4526,935
10011,936
1969,937
10535,938
2772,939
7638,940
7791,941
2134,942
10570,943
93,944
1694,945
3311,946
5993,947
10827,948
9596,949
8470,950
6937,951
6556,952
11000,953
8686,954
2359,955
2411,956
9534,957
10997,958
10868,959
4063,960
3545,961
1737,962
7346,963
1278,964
4145,965
1488,966
6923,967
5876,968
7878,969
1083,970
6084,971
9076,972
11563,973
1793,974
1739,975
4684,976
8973,977
2115,978
2556,979
12071,980
12079,981
10298,982
8996,983
2998,984
8381,985
4196,986
8792,987
6410,988
10670,989
6029,990
4768,991
6134,992
8556,993
11720,994
952,995
986,996
6709,997
10275,998
9708,999
4137,1000
162,1001
1889,1002
5926,1003
3564,1004
5811,1005
8291,1006
7084,1007
11312,1008
130,1009
8833,1010
9934,1011
10250,1012
6832,1013
1400,1014
3659,1015
3142,1016
8622,1017
9224,1018
3724,1019
11439,1020
1380,1021
2082,1022
10437,1023
10270,1024
10054,1025
2514,1026
6516,1027
7711,1028
6746,1029
11153,1030
8982,1031
5869,1032
760,1033
7502,1034
11708,1035
11043,1036
2070,1037
157,1038
1710,1039
2081,1040
9485,1041
513,1042
10934,1043
5493,1044
9241,1045
2190,1046
294,1047
10521,1048
8104,1049
9109,1050
5971,1051
2626,1052
9163,1053
5506,1054
5204,1055
1762,1056
5035,1057
10990,1058
2942,1059
3330,1060
4967,1061
2308,1062
10403,1063
2639,1064
2360,1065
849,1066
8050,1067
1977,1068
7697,1069
10674,1070
2404,1071
9203,1072
8560,1073
1831,1074
11410,1075
11083,1076
8814,1077
9360,1078
7047,1079
7786,1080
2516,1081
6355,1082
8576,1083
10164,1084
8486,1085
1034,1086
3262,1087
11408,1088
3984,1089
11793,1090
2027,1091
10494,1092
1489,1093
342,1094
10454,1095
8992,1096
7161,1097
5299,1098
1449,1099
293,1100
1861,1101
3649,1102
9017,1103
4951,1104
80,1105
4858,1106
2477,1107
3423,1108
12054,1109
1970,1110
124,1111
6283,1112
11726,1113
1829,1114
3355,1115
3773,1116
3807,1117
8747,1118
7378,1119
5399,1120
5239,1121
4534,1122
2991,1123
6390,1124
1498,1125
8530,1126
10770,1127
8095,1128
11393,1129
5751,1130
5569,1131
6870,1132
9723,1133
6013,1134
12018,1135
1255,1136
5904,1137
12037,1138
3658,1139
956,1140
4230,1141
11750,1142
1456,1143
7128,1144
8879,1145
2448,1146
9901,1147
11027,1148
2228,1149
7186,1150
6513,1151
5387,1152
10578,1153
9458,1154
7176,1155
1910,1156
6356,1157
4853,1158
5056,1159
6848,1160
90,1161
10126,1162
110,1163
11500,1164
6517,1165
3276,1166
4663,1167
7444,1168
8574,1169
7739,1170
2342,1171
9455,1172
2304,1173
9709,1174
9826,1175
5994,1176
1764,1177
11760,1178
8788,1179
3754,1180
9571,1181
1982,1182
6976,1183
8726,1184
12046,1185
2937,1186
8569,1187
4970,1188
10970,1189
7021,1190
10070,1191
2773,1192
2036,1193
6147,1194
9488,1195
6253,1196
10243,1197
8773,1198
8316,1199
8164,1200
6724,1201
9739,1202
5390,1203
11332,1204
5945,1205
7520,1206
10148,1207
11890,1208
6188,1209
3960,1210
4795,1211
4529,1212
9089,1213
11567,1214
522,1215
2322,1216
4417,1217
8275,1218
22,1219
2177,1220
8633,1221
6936,1222
4633,1223
3154,1224
1075,1225
8884,1226
4854,1227
2168,1228
9651,1229
7305,1230
9380,1231
5526,1232
2333,1233
7847,1234
10561,1235
2390,1236
290,1237
10896,1238
5111,1239
5024,1240
4607,1241
11012,1242
6620,1243
8583,1244
10545,1245
9273,1246
5606,1247
6941,1248
5639,1249
3197,1250
5206,1251
1719,1252
427,1253
7773,1254
11598,1255
9111,1256
7856,1257
6985,1258
4806,1259
9702,1260
3685,1261
8746,1262
3307,1263
11762,1264
5774,1265
9344,1266
6839,1267
1134,1268
4077,1269
9190,1270
6099,1271
5870,1272
11667,1273
1820,1274
6856,1275
3270,1276
11618,1277
9260,1278
3855,1279
1118,1280
3926,1281
2808,1282
3092,1283
11861,1284
1550,1285
5089,1286
217,1287
10028,1288
8225,1289
6914,1290
8056,1291
3194,1292
92,1293
100,1294
1869,1295
1450,1296
7919,1297
931,1298
8385,1299
7533,1300
6010,1301
8305,1302
4601,1303
10135,1304
2361,1305
3321,1306
7304,1307
4564,1308
6895,1309
4923,1310
3490,1311
7719,1312
2536,1313
11142,1314
11570,1315
11939,1316
791,1317
2759,1318
2973,1319
7043,1320
7832,1321
8923,1322
6784,1323
5828,1324
6911,1325
3093,1326
8985,1327
7586,1328
4166,1329
6352,1330
2389,1331
2187,1332
4020,1333
11779,1334
6378,1335
8213,1336
8861,1337
2364,1338
3268,1339
1699,1340
6359,1341
941,1342
11317,1343
6131,1344
6033,1345
223,1346
3287,1347
5083,1348
2814,1349
1066,1350
762,1351
2566,1352
9399,1353
2459,1354
6276,1355
2107,1356
1153,1357
1403,1358
11304,1359
6300,1360
11813,1361
731,1362
3204,1363
3752,1364
4574,1365
1678,1366
7307,1367
2094,1368
5684,1369
9867,1370
5886,1371
307,1372
3903,1373
5060,1374
11376,1375
1414,1376
1943,1377
3540,1378
7391,1379
6223,1380
2062,1381
10016,1382
3693,1383
330,1384
9570,1385
3859,1386
4079,1387
8078,1388
10372,1389
4993,1390
4103,1391
9640,1392
3634,1393
7587,1394
465,1395
2369,1396
3300,1397
9716,1398
5379,1399
4381,1400
9007,1401
8439,1402
10004,1403
4221,1404
9626,1405
251,1406
2727,1407
191,1408
5851,1409
2009,1410
252,1411
6155,1412
6866,1413
7080,1414
10660,1415
7828,1416
7887,1417
7548,1418
1704,1419
394,1420
1748,1421
5021,1422
2725,1423
2590,1424
3388,1425
3688,1426
2748,1427
5594,1428
10216,1429
3233,1430
10785,1431
6469,1432
10831,1433
9268,1434
8053,1435
9812,1436
7650,1437
10457,1438
11802,1439
389,1440
4000,1441
7783,1442
10591,1443
2750,1444
141,1445
1212,1446
9428,1447
9447,1448
7820,1449
6312,1450
10370,1451
6126,1452
7810,1453
309,1454
6622,1455
9365,1456
10300,1457
7242,1458
6193,1459
8936,1460
4090,1461
5505,1462
1091,1463
7376,1464
2926,1465
9609,1466
6511,1467
7616,1468
11148,1469
10838,1470
2880,1471
11280,1472
4681,1473
1434,1474
5840,1475
9969,1476
1532,1477
1026,1478
8468,1479
1521,1480
7038,1481
5289,1482
11673,1483
2513,1484
702,1485
2138,1486
1198,1487
707,1488
9714,1489
6657,1490
927,1491
5242,1492
11669,1493
5533,1494
5621,1495
11053,1496
4787,1497
1894,1498
7765,1499
5995,1500
4570,1501
2201,1502
3326,1503
9413,1504
5355,1505
2175,1506
1684,1507
5196,1508
5356,1509
7117,1510
3296,1511
6956,1512
11589,1513
11555,1514
1494,1515
7148,1516
1944,1517
2763,1518
3528,1519
7054,1520
3043,1521
3705,1522
2057,1523
434,1524
6205,1525
2941,1526
8971,1527
4326,1528
3586,1529
9825,1530
6955,1531
661,1532
6040,1533
2097,1534
8016,1535
7366,1536
1500,1537
4850,1538
1726,1539
10395,1540
7752,1541
6889,1542
6046,1543
985,1544
3181,1545
2268,1546
6811,1547
9057,1548
7283,1549
5495,1550
7329,1551
3011,1552
10201,1553
8940,1554
8845,1555
111,1556
6942,1557
10913,1558
89,1559
3158,1560
4865,1561
10362,1562
9802,1563
2337,1564
8154,1565
8152,1566
11659,1567
9237,1568
2029,1569
381,1570
10133,1571
3171,1572
953,1573
7220,1574
9606,1575
2240,1576
6660,1577
9327,1578
10731,1579
5288,1580
7432,1581
6386,1582
11662,1583
5126,1584
5866,1585
11271,1586
10878,1587
4227,1588
6596,1589
5229,1590
1606,1591
2234,1592
10459,1593
7973,1594
12067,1595
9561,1596
8610,1597
7855,1598
3632,1599
10867,1600
9757,1601
421,1602
9202,1603
10659,1604
11071,1605
8502,1606
3335,1607
2427,1608
7552,1609
2815,1610
185,1611
9583,1612
3234,1613
2723,1614
10646,1615
7068,1616
3977,1617
3777,1618
4775,1619
5787,1620
3806,1621
12020,1622
4537,1623
2668,1624
10803,1625
835,1626
10834,1627
5803,1628
7621,1629
766,1630
11492,1631
1806,1632
7207,1633
6857,1634
9448,1635
12024,1636
11917,1637
722,1638
11193,1639
2535,1640
9325,1641
1976,1642
1622,1643
9805,1644
6032,1645
3999,1646
10811,1647
11217,1648
9247,1649
2644,1650
10845,1651
1777,1652
230,1653
5570,1654
15,1655
272,1656
2087,1657
9590,1658
9884,1659
6716,1660
4096,1661
11191,1662
2407,1663
4846,1664
3524,1665
11192,1666
7467,1667
9411,1668
6380,1669
10762,1670
1758,1671
3351,1672
459,1673
3452,1674
10418,1675
9322,1676
6957,1677
5565,1678
8235,1679
280,1680
7354,1681
2473,1682
10569,1683
2120,1684
5314,1685
4288,1686
10764,1687
6560,1688
10540,1689
3657,1690
5040,1691
6238,1692
582,1693
8704,1694
4800,1695
10923,1696
5014,1697
1323,1698
2224,1699
11969,1700
4662,1701
6743,1702
8817,1703
7174,1704
9759,1705
2915,1706
10697,1707
5052,1708
2267,1709
5554,1710
3032,1711
8899,1712
5150,1713
6016,1714
373,1715
271,1716
1635,1717
6885,1718
67,1719
1809,1720
10398,1721
8365,1722
606,1723
7553,1724
8240,1725
10856,1726
625,1727
2008,1728
3778,1729
5368,1730
8826,1731
5800,1732
4365,1733
3692,1734
10072,1735
5537,1736
686,1737
11957,1738
5541,1739
6960,1740
7077,1741
10432,1742
2598,1743
8775,1744
4372,1745
9836,1746
4984,1747
4395,1748
6702,1749
8135,1750
8846,1751
5143,1752
9332,1753
3620,1754
2995,1755
8911,1756
12082,1757
3025,1758
11213,1759
3286,1760
2103,1761
8570,1762
5104,1763
8134,1764
11933,1765
5310,1766
4652,1767
3012,1768
10163,1769
4358,1770
9804,1771
2518,1772
6910,1773
5223,1774
10906,1775
9539,1776
9518,1777
3698,1778
11415,1779
5528,1780
7421,1781
1600,1782
6843,1783
2488,1784
4515,1785
5474,1786
9562,1787
1958,1788
2124,1789
8708,1790
10030,1791
7179,1792
7991,1793
4095,1794
4291,1795
5708,1796
1205,1797
7844,1798
6758,1799
895,1800
4525,1801
4195,1802
2509,1803
2371,1804
6744,1805
11450,1806
1021,1807
5786,1808
9461,1809
281,1810
9103,1811
2262,1812
5740,1813
4148,1814
1628,1815
3180,1816
5230,1817
11267,1818
844,1819
1409,1820
2426,1821
8001,1822
8947,1823
6533,1824
5458,1825
9687,1826
98,1827
3185,1828
6639,1829
9404,1830
8639,1831
10299,1832
3419,1833
1069,1834
1,1835
11016,1836
6,1837
9654,1838
970,1839
3976,1840
343,1841
10248,1842
10271,1843
7576,1844
10376,1845
2586,1846
11753,1847
3727,1848
2848,1849
3440,1850
3502,1851
1191,1852
2687,1853
9860,1854
8711,1855
11253,1856
5713,1857
1782,1858
3132,1859
2335,1860
4163,1861
8852,1862
2102,1863
3944,1864
9469,1865
2695,1866
4911,1867
5601,1868
9371,1869
7145,1870
4755,1871
10476,1872
902,1873
4506,1874
6704,1875
9660,1876
2074,1877
3613,1878
653,1879
8110,1880
7790,1881
5193,1882
4606,1883
5484,1884
2439,1885
8260,1886
176,1887
1671,1888
775,1889
12010,1890
4715,1891
8426,1892
10543,1893
6137,1894
1346,1895
9645,1896
2584,1897
9129,1898
2297,1899
4538,1900
11611,1901
996,1902
9173,1903
10950,1904
7,1905
10222,1906
12083,1907
4584,1908
7086,1909
1326,1910
3520,1911
471,1912
6915,1913
8484,1914
11381,1915
9043,1916
5358,1917
7293,1918
3412,1919
3823,1920
11357,1921
4106,1922
2088,1923
5192,1924
2191,1925
6398,1926
3940,1927
5546,1928
4225,1929
687,1930
9900,1931
3374,1932
575,1933
648,1934
6399,1935
724,1936
2419,1937
5247,1938
9961,1939
10620,1940
9747,1941
11233,1942
11709,1943
10225,1944
1004,1945
4498,1946
2150,1947
11066,1948
11965,1949
871,1950
283,1951
8326,1952
7510,1953
11918,1954
9690,1955
1230,1956
9553,1957
2339,1958
1814,1959
1373,1960
11090,1961
11489,1962
3538,1963
9232,1964
7439,1965
5773,1966
7356,1967
8263,1968
3282,1969
2306,1970
2872,1971
8519,1972
8227,1973
9045,1974
2684,1975
7067,1976
3593,1977
3042,1978
9347,1979
2236,1980
10528,1981
11606,1982
7443,1983
3801,1984
3917,1985
7044,1986
5373,1987
1971,1988
1080,1989
6757,1990
9493,1991
7776,1992
3225,1993
9075,1994
253,1995
5151,1996
10743,1997
6200,1998
10654,1999
5562,2000
5020,2001
3065,2002
1667,2003
11828,2004
777,2005
243,2006
5794,2007
11254,2008
10872,2009
8617,2010
7861,2011
10489,2012
7836,2013
2099,2014
12081,2015
5962,2016
3626,2017
39,2018
10645,2019
10137,2020
2059,2021
789,2022
10090,2023
1895,2024
7175,2025
11897,2026
10940,2027
5661,2028
1236,2029
8068,2030
198,2031
3317,2032
11419,2033
4531,2034
9851,2035
7740,2036
2891,2037
10332,2038
9807,2039
2935,2040
8187,2041
11936,2042
7640,2043
9336,2044
2525,2045
8880,2046
1321,2047
11630,2048
4982,2049
8299,2050
801,2051
4253,2052
5619,2053
2287,2054
7785,2055
2283,2056
5833,2057
1672,2058
2166,2059
6090,2060
7642,2061
671,2062
1415,2063
9711,2064
8546,2065
4557,2066
3209,2067
10103,2068
6755,2069
4115,2070
10572,2071
10041,2072
9280,2073
11158,2074
549,2075
7599,2076
6434,2077
1570,2078
5963,2079
6775,2080
7643,2081
9636,2082
6981,2083
11824,2084
10776,2085
1282,2086
9532,2087
10871,2088
6572,2089
4097,2090
4140,2091
2095,2092
5113,2093
8397,2094
2690,2095
1850,2096
2453,2097
11601,2098
3211,2099
3571,2100
3967,2101
10196,2102
5065,2103
2896,2104
4194,2105
1693,2106
1918,2107
10718,2108
10853,2109
4258,2110
5176,2111
8129,2112
4239,2113
11218,2114
3014,2115
622,2116
1668,2117
180,2118
7018,2119
9086,2120
9236,2121
11740,2122
5812,2123
1872,2124
8247,2125
1265,2126
9868,2127
11765,2128
4108,2129
6529,2130
6151,2131
5563,2132
3639,2133
4719,2134
8456,2135
4161,2136
11805,2137
2999,2138
8623,2139
10482,2140
10478,2141
8862,2142
3427,2143
8659,2144
3517,2145
9370,2146
7201,2147
8702,2148
3015,2149
3018,2150
2047,2151
11249,2152
5447,2153
6643,2154
10890,2155
5778,2156
6595,2157
8200,2158
7389,2159
617,2160
3164,2161
8089,2162
7588,2163
11115,2164
7545,2165
6416,2166
5457,2167
2151,2168
8528,2169
6772,2170
10508,2171
6950,2172
3595,2173
8779,2174
9647,2175
11360,2176
11849,2177
11755,2178
11405,2179
7770,2180
4709,2181
8392,2182
8462,2183
6159,2184
9631,2185
5938,2186
9036,2187
10002,2188
3151,2189
11942,2190
5817,2191
9795,2192
4474,2193
9030,2194
2075,2195
6428,2196
9968,2197
4321,2198
3831,2199
5222,2200
3551,2201
4411,2202
5079,2203
993,2204
8662,2205
563,2206
8614,2207
10477,2208
9385,2209
11302,2210
6281,2211
7349,2212
7098,2213
4644,2214
9205,2215
6867,2216
7581,2217
4391,2218
4429,2219
9786,2220
8783,2221
5874,2222
7012,2223
6636,2224
5482,2225
6017,2226
11261,2227
3906,2228
3481,2229
3656,2230
10779,2231
2618,2232
1325,2233
11377,2234
10228,2235
11904,2236
9276,2237
689,2238
9206,2239
5320,2240
7328,2241
2844,2242
1720,2243
8521,2244
3588,2245
11587,2246
9038,2247
10082,2248
3313,2249
3779,2250
9672,2251
9328,2252
6868,2253
8529,2254
1750,2255
270,2256
5865,2257
1245,2258
10152,2259
837,2260
2854,2261
8042,2262
10672,2263
5702,2264
1357,2265
2932,2266
1087,2267
8594,2268
1058,2269
10517,2270
5727,2271
6417,2272
2897,2273
4331,2274
7889,2275
5939,2276
10698,2277
4657,2278
8630,2279
7192,2280
10277,2281
8620,2282
4213,2283
1947,2284
9433,2285
9859,2286
2310,2287
3673,2288
5226,2289
6687,2290
2312,2291
7035,2292
732,2293
7615,2294
7608,2295
11207,2296
10428,2297
10948,2298
10809,2299
8584,2300
6681,2301
11145,2302
7633,2303
11841,2304
3080,2305
3864,2306
11748,2307
3898,2308
81,2309
2563,2310
4760,2311
1037,2312
9888,2313
4348,2314
6247,2315
4432,2316
6229,2317
9479,2318
8683,2319
9966,2320
9699,2321
9319,2322
4513,2323
1795,2324
2482,2325
8744,2326
1586,2327
10001,2328
8696,2329
11098,2330
2645,2331
615,2332
11220,2333
4138,2334
11424,2335
11628,2336
6385,2337
7271,2338
11838,2339
6601,2340
10415,2341
5427,2342
3341,2343
11396,2344
9569,2345
2788,2346
10799,2347
962,2348
1339,2349
3863,2350
2221,2351
12014,2352
9700,2353
2479,2354
9661,2355
10511,2356
7875,2357
11799,2358
2643,2359
363,2360
509,2361
6613,2362
3929,2363
4571,2364
11151,2365
559,2366
152,2367
11159,2368
8072,2369
1178,2370
5451,2371
3293,2372
10695,2373
10170,2374
3498,2375
6808,2376
11032,2377
4763,2378
7477,2379
2774,2380
7937,2381
11394,2382
9526,2383
10490,2384
5583,2385
744,2386
5918,2387
5486,2388
9649,2389
9468,2390
7493,2391
2474,2392
7247,2393
7311,2394
1587,2395
7597,2396
3467,2397
6600,2398
8935,2399
6568,2400
4926,2401
1755,2402
8916,2403
10608,2404
7859,2405
254,2406
11298,2407
4277,2408
11005,2409
9892,2410
8206,2411
5972,2412
7372,2413
170,2414
5381,2415
7578,2416
8237,2417
12059,2418
8873,2419
4169,2420
282,2421
1112,2422
3280,2423
1543,2424
11346,2425
2861,2426
10869,2427
6935,2428
2568,2429
4058,2430
10657,2431
7134,2432
3978,2433
1287,2434
10752,2435
3928,2436
4517,2437
9059,2438
11172,2439
9956,2440
9238,2441
6646,2442
4333,2443
6650,2444
4996,2445
4901,2446
5608,2447
6729,2448
7655,2449
2572,2450
10806,2451
9595,2452
7521,2453
5662,2454
9251,2455
11903,2456
1611,2457
1202,2458
3027,2459
5521,2460
11285,2461
7013,2462
11076,2463
5582,2464
7474,2465
9995,2466
2561,2467
10648,2468
7333,2469
5890,2470
3162,2471
1700,2472
5250,2473
7850,2474
1158,2475
11929,2476
10500,2477
419,2478
2990,2479
879,2480
2203,2481
3368,2482
5061,2483
2500,2484
525,2485
623,2486
2931,2487
3115,2488
5589,2489
1163,2490
6103,2491
5112,2492
3699,2493
8737,2494
9310,2495
4440,2496
10187,2497
4997,2498
756,2499
818,2500
9459,2501
7708,2502
4727,2503
5897,2504
8037,2505
9212,2506
4682,2507
11898,2508
1539,2509
11116,2510
9707,2511
4550,2512
2719,2513
5475,2514
6119,2515
6361,2516
78,2517
7908,2518
5369,2519
8471,2520
8648,2521
9923,2522
3298,2523
6844,2524
5766,2525
6061,2526
